genus,species,latitude,longitude,doy,day,month,year,lma,narea,vcmax,jmax,tleaf,ca,ca_real,origdata,dataset,contributor,precipitation_gs,temperature_gs,vpd_gs,par_gs,alpha,z,sand_top40,silt_top40,clay_top40,bulkD_top40,waterC_top40,pH_top40,orgC_top40,totN_top40,CN_top40,CECS_top40,open



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,114.9965961,114.7496045,35.50666667,390.43,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,dudgeoni,12.73,-1.16,NA,NA,NA,NA,NA,NA,118.7690708,128.3044732,35.01888889,374,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,121.1483694,128.0928042,34.21222222,388.38,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,micranthum,12.73,-1.16,NA,NA,NA,NA,NA,NA,121.64706,121.6210967,30.8,376.47,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,124.4662098,130.3119241,35.02333333,383.25,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,gourmaensis,12.73,-1.16,NA,NA,NA,NA,NA,NA,124.8460465,121.8560239,34.99777778,388.24,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,micranthum,12.73,-1.16,NA,NA,NA,NA,NA,NA,126.3201183,129.4887176,35.00777778,390.47,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,micranthum,12.73,-1.16,NA,NA,NA,NA,NA,NA,126.4379792,117.7832611,31.66444444,378.05,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Lannea,acida,12.73,-1.16,NA,NA,NA,NA,NA,NA,128.6180158,125.2282025,35.86666667,379.95,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,gourmaensis,12.73,-1.16,NA,NA,NA,NA,NA,NA,129.4623606,130.7991623,34.99,389.08,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Lannea,acida,12.73,-1.16,NA,NA,NA,NA,NA,NA,130.2115257,159.9610109,34.13222222,375.9,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Lannea,acida,12.73,-1.16,NA,NA,NA,NA,NA,NA,132.4000123,141.3488196,34.98333333,378.68,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,134.0647873,121.1765462,34.98444444,387.13,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,134.5235464,136.6944652,34.25777778,386.71,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,134.7645146,148.2353366,33.35333333,380.45,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,135.2462015,155.0841005,33.67444444,381.14,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Lannea,acida,12.73,-1.16,NA,NA,NA,NA,NA,NA,139.7872995,135.2720399,34.99,376.26,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,140.9965302,146.2696658,34.99,378.51,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Lannea,acida,12.73,-1.16,NA,NA,NA,NA,NA,NA,141.947535,164.0414579,34.81222222,375.58,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,micranthum,12.73,-1.16,NA,NA,NA,NA,NA,NA,142.7913447,166.9593742,34.70888889,383.65,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Lannea,acida,12.73,-1.16,NA,NA,NA,NA,NA,NA,143.6921639,153.6869114,34.59333333,374.05,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,dudgeoni,12.73,-1.16,NA,NA,NA,NA,NA,NA,143.9898393,175.5131109,33.76333333,385.94,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,144.0292197,145.2759882,32.95444444,374.94,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,dudgeoni,12.73,-1.16,NA,NA,NA,NA,NA,NA,144.853076,152.3165019,34.95888889,371.64,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,micranthum,12.73,-1.16,NA,NA,NA,NA,NA,NA,145.4626048,136.9059326,35.01666667,386.62,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Lannea,acida,12.73,-1.16,NA,NA,NA,NA,NA,NA,145.6771645,150.8280397,35.01777778,378.16,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Vitellaria,paradoxa,12.73,-1.16,NA,NA,NA,NA,NA,NA,145.9373693,160.2406345,35.27,379.83,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,146.827753,144.8956784,34.99111111,386.31,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,148.1180412,179.9815545,32.52222222,374.55,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,micranthum,12.73,-1.16,NA,NA,NA,NA,NA,NA,149.0269347,131.9869476,34.97777778,380.31,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,149.9269091,172.3369889,31.98666667,371.8,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,150.5871637,142.0489442,35.00777778,388.25,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,151.1484804,135.6549014,34.94666667,388.12,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,152.6829754,176.5127315,32.90888889,374.18,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,gourmaensis,12.73,-1.16,NA,NA,NA,NA,NA,NA,153.4668738,124.2693552,34.97555556,379.17,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Cas_tor,Cas_tor,12.73,-1.16,NA,NA,NA,NA,NA,NA,155.1918292,144.9187088,34.35555556,373.38,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Anogeissus,leiocarpus,12.73,-1.16,NA,NA,NA,NA,NA,NA,156.6099755,129.578833,35.17875,383.32,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,156.6371708,156.939969,34.49666667,377.24,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,micranthum,12.73,-1.16,NA,NA,NA,NA,NA,NA,157.6128786,132.623099,34.98444444,382.13,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,159.0486297,125.0305544,35.00555556,384.75,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,165.677365,175.4369106,33.58444444,374.81,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,micranthum,12.73,-1.16,NA,NA,NA,NA,NA,NA,166.0185572,146.0334484,34.98888889,385.31,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Vitellaria,paradoxa,12.73,-1.16,NA,NA,NA,NA,NA,NA,166.44252,172.5503559,35.03333333,378.42,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,167.090872,189.0691319,31.47333333,369.4,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Vitellaria,paradoxa,12.73,-1.16,NA,NA,NA,NA,NA,NA,168.2717405,155.8856809,35.61555556,376.06,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,dudgeoni,12.73,-1.16,NA,NA,NA,NA,NA,NA,169.9186416,172.7913821,31.71222222,365.46,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Vitellaria,paradoxa,12.73,-1.16,NA,NA,NA,NA,NA,NA,171.2557105,197.7180419,34.96777778,377.21,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Lannea,acida,12.73,-1.16,NA,NA,NA,NA,NA,NA,173.9841749,182.0832149,35.01,372.21,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,dudgeoni,12.73,-1.16,NA,NA,NA,NA,NA,NA,182.4840103,189.9255176,34.90444444,377.5,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Lannea,acida,12.73,-1.16,NA,NA,NA,NA,NA,NA,184.1966532,192.4790352,35,371.12,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,185.7651258,203.3583174,34.29555556,372.2,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,187.3679614,152.5078273,35.00888889,374.42,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,micranthum,12.73,-1.16,NA,NA,NA,NA,NA,NA,187.6041576,212.7418769,32.95111111,367.69,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,dudgeoni,12.73,-1.16,NA,NA,NA,NA,NA,NA,191.1124838,188.5840328,34.95888889,372.92,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Vitellaria,paradoxa,12.73,-1.16,NA,NA,NA,NA,NA,NA,192.4048752,175.9505759,35.09555556,375.45,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,gourmaensis,12.73,-1.16,NA,NA,NA,NA,NA,NA,194.6753647,168.1724536,34.62555556,369.17,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Vitellaria,paradoxa,12.73,-1.16,NA,NA,NA,NA,NA,NA,198.8285075,193.7825393,35.09,373.1,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Vitellaria,paradoxa,12.73,-1.16,NA,NA,NA,NA,NA,NA,206.6928188,197.0565575,34.96333333,369.65,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,gourmaensis,12.73,-1.16,NA,NA,NA,NA,NA,NA,206.8345624,167.7511796,35.00444444,376.02,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,207.1821319,154.3310696,34.97,374.35,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,gourmaensis,12.73,-1.16,NA,NA,NA,NA,NA,NA,207.7999124,169.7324159,35.72111111,381.53,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,208.0694963,143.4482484,34.90666667,374.77,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,gourmaensis,12.73,-1.16,NA,NA,NA,NA,NA,NA,211.0404081,180.9800076,36.56111111,381.13,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,gourmaensis,12.73,-1.16,NA,NA,NA,NA,NA,NA,212.0405534,191.8911159,33.91888889,372.21,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,220.2307287,193.0295711,34.97111111,369.75,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Vitellaria,paradoxa,12.73,-1.16,NA,NA,NA,NA,NA,NA,220.7487001,216.4900683,34.97888889,370.89,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Cas_tor,Cas_tor,12.73,-1.16,NA,NA,NA,NA,NA,NA,225.8609719,204.624439,35.85444444,369.41,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,226.3648756,196.7202099,34.93666667,369.75,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,micranthum,12.73,-1.16,NA,NA,NA,NA,NA,NA,232.5641291,204.5451736,34.97444444,369.21,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,233.410023,147.4018132,34.89,375.05,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,235.0422096,165.0016078,34.97,372.3,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Cas_tor,Cas_tor,12.73,-1.16,NA,NA,NA,NA,NA,NA,235.5876756,186.2301341,34.94625,370.68,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Vitellaria,paradoxa,12.73,-1.16,NA,NA,NA,NA,NA,NA,238.1660381,222.5278225,35.02555556,366.96,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Combretum,glutinosum,12.73,-1.16,NA,NA,NA,NA,NA,NA,257.9402714,192.2631163,34.9,368.38,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Cas_tor,Cas_tor,12.73,-1.16,NA,NA,NA,NA,NA,NA,326.9250657,232.0722165,34.99111111,358.35,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,58.85952381,28.64166667,2.143535577,1219.723305,0.537324145,298,54.6,18.2,15.1,0.663999987,9.2,4.829999924,7.747999955,NA,9.9,5,n



Acacia,tortillis,15.34,-1.47,NA,NA,NA,NA,NA,NA,73.74968733,61.65881114,34.94222222,390.37,T,ACi_curves_Tomas_West_Africa.csv_filtered.csv,dekauwe,Domingues,29.03973214,29.97946429,2.738544013,1013.647512,0.38434763,279,90.05,4.3,5.65,1.450500012,5.5,6.220000076,1.907499999,0.2025,9.8,3.3,n



